LGA NAME,WARD NAME
,WARD X OLOMA/AYAMINIMA
,WARD XI PETERSIDE
,WARD XIIKALAIBIAMA
,
DEGEMA,BAKANA  I
,BAKANA II
,BAKANA III
,BAKANA IV
,BAKANA V
,BAKANA VI
,TOMBIA I
,TOMBIA II
,TOMBIA III
,TOMBIA IV
,DEGEMA I
,DEGEMA II
,DEGEMA III
,OBUAMA
,BUKUMA
,BILLE
,KE/OLD BAKANA
,
ELEME,WARD I  ALESA
,WARD II ALODE
,WARD III OGALE
,WARD IV EBURU
,WARD V EKPORO
,WARD VI ETEO
,WARD VII ONNE
,WARD VIII AGBONCHIA
,WARD IX AKPAJO
,WARD X ALETO
,
EMOHUA,OGBAKIRI  I
,OGBAKIRI  II
,EMOHUA I
,EMOHUA II
,OBELLE
,IBAA
,RUNDELE
,RUMUEKPE
,ELELE  ALIMINI
,OMUDIOGA/AKPABU/I TU
,EGBEDA
,UBIMNI
,ODEGU I
,ODEGU II
,
ETCHE,AFARA
,EGBU
,IGBO I
,IGBO II
,IGBO III
,EGWI
,NIHI
,ODUFOR
,OBIBI/AKWUKABI
,OBITE
,OKEHI
,OZUZU
,ULUKWO
,IGBODO
,AKWA/ODOGWA
,AKPOKU/UMUOYE
,NDASHI
,MBA
,OWU
,
GOKANA,BODO I
,BODO II
,BODO III
,B-DERE
,K-DERE I
,K-DERE II
,BOMU I
,BOMU II
,KPOR/LEWE/GBE
,MOGHO
,NEWOI/GIOKO/BARAK O
,BIARA I
,BIARA II
,DERIKEN/DEEYOR/NW
,ENBIARA
,YEGHE I
,YEGHE II
,BERA
,
IKWERRE,ISIOKPO I
,ISIOKPO II
,ELELE I
,ELELE II
,OMERELU
,APANI
,UMUANWA
,UBIMA
,OMAGWA
,OMADEME/IPO
,OZUAHA
,IGWURUTA
,ALUU
,
KHANA,BORI
,ZAAKPON
,LLUEKU/AYOKURU
,SOGHO
,OKWALI
,KAANI
,BARGHA
,TAABAA
,BEERI
,BANE
,KONO/KWAWA
,WHYAA KARA
,BOUE
,UEGWERE
,GWARA/KAA/FEKEN
,OPUOKO/KALAOKO
,SH/BETEM/K.BAABBE
,BAEN/KPEAN/DUBARO
,LORRE/LUEBE/KPAA
,
OBIO/AKPOR,WARD I ORO-IGWE
,WARD II RUMUODARA
,WARD III RUMUOKWU (2B)
,WARD IV RUMUODOMAYA (3A)
,WARD V ELELENWO (3B)
,WARD VI WORJI
,WARD VII RUMUOKORO
,WARD VIII RUMUOMASI
,WARD IX  RUMUEME (7A)
,WARD X   RUMUEME (7B)
,WARD XI RUMUEME(7C)
,WARD XII RUMUIGBO (8A)
,WARD XIII RUMUKWUJA(8B)
,WARD XIV RUKPOKU
,WARD XV CHOBA
,WARD XVI OXUOBA/OGBOGORO
,WARD XVII RUMUOLUMENI
,
OGBA/EGBEMA/NDO NI,OMOKU TOWN I (OBOSI)
,OMOKU TOWN II (OBAKATO)
,OMOKU TOWN III (USOMINI)
,OMOKU TOWN IV
,OMOKU TOWN V
,USOMINI  I (NORTH)
,USOMINI II (SOUTH)
,IGBURU
,EGI I
,EGI II
,EGI III
,EGI IV
,EGBEMA I
,EGBEMA II
,NDONI I
,NDONI II
,NDONI III
,
OGU/BOLO,OGU I
,OGU II
,OGU III
,OGU IV
,OGU V
,OGU VI
,BOLO I
,BOLO II
,BOLO III
,BOLO IV
,WAKAMA
,ELE
,
OKRIKA,OKIRKA I
,OKRIKA II
,OKRIKA III
,OKRIKA IV
,OKRIKA V
,OKRIKA VI
,OKRIKA VIII
,OGAN
,KALIO
,OGOLOMA I
,OGOLOMA II
,OGOLOMA III
,
OMUMA,EBIRI-DIKEOMUO COMMUNITY
,ARIRAMIRI/OWUAHIA COMMUNITY
,OBIOHIA COMMUNITY
,OHIMOGHO COMMUNITY
,OYORO COMMUNITY
,OFEH COMMUNITY
,UMUOGHIA I COMMUNITY
,UMUOGHIA II COMMUNITY
,OBIBI/AJULOKE COMMUNITY
,UMUAJULOKE COMMUNITY
,
OPOBO/NKORO,KALAIBIAMA I
,KALAIBIAMA II
,DIEPRI
,UKONU
,DAPPAYE AMAKIRI I
,DAPPAYE AMAKIRI II
,JAJA
,QUEEN’S TOWN/KALAMA
,NKORO I
,NKORO II
,NKORO III
,
OYIGBO,OKOLOMA
,OBEAKPU
,OBGERU
,UMUAGBAI
,AZUOGU
,OBETE
,ASA
,OYIGBO WEST
,OYIGBO CENTRAL
,KOM-KOM
,
PORT HARCOURT,PORT HARCOURT WARD  I
,PORT HARCOURT WARD II
,PORT HARCOURT WARD III
,PORT HARCOURT WARD IV
,PORT HARCOURT WARD V
,PORT HARCOURT WARD VI
,PORT HARCOURT WARD VII
,PORT HARCOURT WARD VIII
,PORT HARCOURT WARD IX
,PORT HARCOURT WARD X
,PORT HARCOURT WARD XI
,PORT HARCOURT WARD XII
,PORT HARCOURT WARD XIII
,PORT HARCOURT WARD XIV
,PORT HARCOURT WARD XV
,PORT HARCOURT WARD XVI
,PORT HARCOURT WARD XVII
,PORT HARCOURT WARD XVIII
,PORT HARCOURT WARD XIX
,PORT HARCOURT WARD XX
,
TAI,WARD  I
,WARD II
,WARD III
,WARD IV
,WARD V
,WARD VI
,WARD VII
,WARD VIII
,WARD IX
,WARD X
,
BENJI,INNAME
,SAMAMA
,BINJI
,JAMMALI
,T/KOSE
,GAWAZZA
,MAIKULKI
,BUNKARI
,SOORO GABAS
,SORO YAMMA
,
BODINGA,BODINGNA/TAUMA
,BAGARAWA
,MAZAN GARI/JIRGA/KAURA MIYO
,SIFAWA/LUKUYAWA
,BADAU/DARHELA
,DINGYADU/BADAWA
,TULLUWA/KULAFASA
,DANCHADI
,BANGI/DABAGA
,K. LALLE
,TAKATUKU/MADORAWA
,
DANGE/SHUNI,DANGE
,WABABE/SALAU
,BODAI/JURGA
,FAJALDU
,SHUNI
,RUDU/G/MANDE/AMANAWA
,TSAFANADE
,RIKINA/TUNTUBE/TSEHE
,GIERE/GAJARA
,RIKINA
,R/GIDADO
,
GADA,GADA
,KADDI
,KADADIN BUDA
,GILBADI
,TSITSE
,KAFFE
,DUKAMAJE/ILAH
,KYADAWA/HOLAI
,KIRI
,KADASSAKA
,KWARMA
,
GORONYO,GORONYO
,GIYAWA
,BOYEKAI
,KAGARA
,KWAKWAZO
,KOJIYO
,RIMAWA
,SHINAKA
,S/GARI-DOLE/DAN/TASAKKO
,BIRJINGO
,TAKAKUME
,
GUDU,KARFEN SARKI
,CHILAS/MAKUYA
,BACHAKA
,GWAZANGE/BOTO
,KURDULA
,BALLE
,AWULKITI
,KARFEN CHANA
,MARAKEN BORI
,TULDUN DOYA
,
GWADABAWA,ASRA/KUDU
,ASARA AREWA
,ATAKWANYO
,CHIMMOLA/KUDU
,CHIMMOLA/AREWA
,GWADABAWA
,GIDAN KAYA
,GIGANE
,MAMMANDE
,SALAME
,HUCHI
,
ILLELA,ILLELA
,KALMALO
,DAMBA
,DARNA/SABON GARI
,DARNA/TSOLAWO
,G/HAMMA
,ARABA
,GARU
,R. GATI
,TOZAI
,G/KATTA
,
ISA,ISA NORTH
,ISA SOUTH
,TURBA
,TSABREN SARKIN DARA  I
,TIDI BALE
,BARGAJA
,YANFAKO
,TOZA I
,GEBE ‘A’
,GEBE ‘B’
,
KWARE,KWARE
,BANKANU/R/KADE
,BASANSAN
,S/BIRNIG. KARMA
,H/ALI/MARABAWA
,G/MODIBBO/G.AKWARA
,G. RUGGA
,DURBAWA
,TUNGA/MALLAMAWA
,KABANGA
,TSAKI/WALAKAE
,
KEBBE,KEBBE EAST
,KEBBE WEST
,MARGAI-A
,MARGAI-B
,KUCHI
,NASA GUDU
,SANGI
,FAKKU
,UNGUSHI
,GIRKAU
,
RABAH,RABAH
,RIJI/M/KUJERA
,RARA
,GWADDODI/G/BUWAI
,GAWAKUKE
,GANDI ‘A’
,GANDI ‘B’
,TSAMIYA
,YARTSAKUWA
,KURYA
,TURSA
,
S/BIRNI,S/BIRNI EAST
,S/BIRNI WEST
,TSAMAYE
,UNGUWAR LALLE
,TARA
,GATAWA
,KURAWA
,GANGARA
,KALGO
,MAKUWANA
,LAJINGE
,
SHAGARI,JAREDI
,HORO BIRNI
,DANDIN MAHE
,KAMBAMA
,GANGAM
,LAMBARA
,SHAGARI
,SANYINNAWAL
,KAJIJI
,MANDERA
,
SILAME,GANDE EAST
,GANDE WEST
,KATAMI NORTH
,KATAMI SOUTH
,KUBODU NORTH
,KUBODU SOUTH
,LABANI
,MARAFA EAST
,MARAFA WEST
,SILAME
,
SOKOTO NORTH,WAZIRI ‘A’
,WAZIRI ‘B’
,WARIRI ‘C’
,MAGAJIN GARI ‘A’
,MAGARIN GARI ‘B’
,SHIYAR ADAR GIDAN IGWAI
,MAGAJIN RAFI ‘A’
,MAGAJIN RAFI ‘B’
,S/MUSULMI ‘A’
,S/MUSULMI ‘B’
,S/ADAR GANDU
,
SOKOTO SOUTH,R/DOROWA ‘A’
,R/DOROWA ‘B’
,T/WADA ‘A’
,T/WADA ‘B’
,S/ZAMFARA ‘A’
,S/ZAMFARA ‘B’
,GAGI ‘A’
,GAGI ‘B’
,GAGI ‘C’
,S/ADAR KWANNI
,S/ADAR KOFAR ATIKU
,
TAMBUWAL,ROMMON SARKI
,BAKAYA S/BIRNI
,BASHIRE/MAIKADA
,BAGIDA/LUKINGO
,TAMBUWAL/SHINFIRI
,FAGA/ALASAN
,DOGON-DAJI/SALA
,SANYINNA
,BARKEJI/NABAGUDA
,JABO/KAGARA
,SAIDA/GOSHE
,
TANGAZA,TANGAZA
,RUWA-WURI
,RAKA
,SALEWA
,GIDAN MADI
,SUTTI
,KWACCE-HUYU
,KALANJENI
,MAGONHO
,SAKKWAI
,
TURETA,DUMA
,LOFA
,TSAMIYA
,BARAYAR GIWA
,FURA GIRKE
,LAMBAR TURETA
,TURETA GARI
,KURUWA
,GIDAN KARE/BIMASA
,KWARARE
,
WAMAKKO,ARKILLA
,BADO/KASARAWA
,GUMBI/WAJAKE
,KALAMBAINA/GIRABSHI
,G/HAMIDU/G/KAYA
,G/BUBU/G/YARO
,WAMAKKO
,DUNDAYE/GUMBURAWA
,K/KIMBA/GEDEWA
,GWAMATSE
,KAMMATA
,
WURNO,MARAFA
,MAGARYA
,DANKEMU
,DIMBISO
,KWARGADA
,CHACHO/MARANONA
,DINAWA
,ACHIDA
,ALKAMMU/GYELGEL
,LAHODU/G/BANGO
,KWASARE/SISAWA
,
YABO,FAKKA
,BINGAJE
,BINJI
,TORANKAWA
,BUGGAR IYA
,YABO ‘A’
,YABO ‘B’
,KILGORI
,BIRNIN RUWA
,BAKALE
ARDO KOLA,ALIM GORA
,ARDO-KOLA
,IWARE
,JAURO YINU
,LAMIDO BORNO
,MAYO RANEWO
,SARKIN DUTSE
,SUNKANI
,TAU
,ZONGON KOMBI
,
BALI,BADAKOSHI
,BALI ‘A’
,BALI ‘B’
,GANGDOLE
,GANGLARI
,GANGTIBA
,GANGMATA
,KAIGAM
,MAIHULA
,SANTAI
,TAKALAFIYA
,
DONGA,AKATE
,ASIBITI
,FADA
,GAYAMA
,GINDIN DUTSE
,GYATTA AURE
,KADARKO
,MARRABA
,NYITA
,SUNTAI
,
GASHAKA,GALUMJINA
,GANG GUMI
,GARBABI
,GASHAKA
,GAYA
,JAMTARI
,MAI-IDANU
,MAYO SELBE
,SERTI ‘’A’’
,SERTI ‘’B’’
,
GASSOL,GASSOL
,GUNDUMA
,MUTUM BIYU I
,MUTUM BIYU II
,NAMNAI
,SABON GIDA
,SARKIN SHIRA
,SENDIRDE
,TUTARE
,WUROJAM
,WURYO
,YERIMA
,
IBI,DAMPAR I
,DAMPAR II
,DARMPAR III
,IBI NWONYO I
,IBI NWONYO II
,IBI RIMI UKU I
,IBI RIMI UKU II
,SARKIN KUDU I
,SARKIN KUDU II
,SARKIN KUDU III
,
JALINGO,ABBARE YELWA
,BARADE
,KACHALLA SEMBE
,KONA
,MAJIDADI
,MAYO GOI
,SARKIN DAWAKI
,SINTALI
,TURAKI ‘’A’’
,TURAKI ‘’B’’
,
LAMIDO,AMAR
,ANDAMIN
,BACHAMA
,BIKWIN
,DAROFAI
,DIDANGO
,JEN ARDIDO
,JEN KAIGAMA
,KARIM ‘’A’
,KARIMA ‘’B’’
,KWANCHI
,
KURMI,ABONG
,AKWENTO/BOKO
,ASHUKU/ENEME
,BAISSA
,BENTE/GALEA
,BISSAULA
,DIDAN
,NDAFORO/GWANDA
,NJUWANDE
,NYIDO/TOSSO
,
LAU,ABBARE I
,ABBARE II
,DONADDA
,GARIN DOGO
,GARIN MAGAJI
,JIMLARI
,KUNINI
,LAU I
,LAU II
,MAYOLOPE
,
SARDAUNA,GEMBU ‘’A’’
,GEMBU ‘’B’’
,KABRI
,KAKARA
,MAGU
,MAYUO-NDAGA
,MBAMNGA
,NDUM-YAJI
,NGUROJE
,TITONG
,WARWAR
,
TAKUM,BETE
,CHANCHANJI
,DUTSE
,FETE
,GAHAWETON
,KASHIBILA
,MANYA
,ROGO
,SHIBONG
,TIKARI
,YUKUBEN
,
USSA,BIKA
,FIKYU
,JENUWA
,KPAMBO
,KPAMBO PURI
,KWAMBAI
,KWESATI
,LISSAM I
,LISSAM II
,LUMBU/KPAKYA
,RUFU
,
WUKARI,AKWANA
,AVYI
,BANTAJE
,CHONKU
,HOSPITAL
,JIBU
,KENTE
,PUJE
,RAFIN KADA
,TSOKUNDI
,
YORRO,KASSA I
,KASSA II
,NYAJA I
,NYAJA II
,PANTISAWA I
,PANTISAWA II
,PUPULE I
,PUPULE II
,PUPULE III
,SUMBU I
,SUMBU II
,
ZING,BITAKO
,BUBONG
,DINDING
,LAMMA
,MONKI ‘’A’’
,MONKIN ‘’A’’
,YAKOKO
,ZING AI
,ZING AII
,ZING ‘’B’
BADE,DAGONA
,GWIO-KURA
,KATUZU
,LAWAN AUDU/LAWAN AL-WALI
,LAWAN FANNAMI
,LAWAN MUSA
,SARKIN HAUSAWA
,TAGALI/SUGUM
,USUR/DAWAYO
,ZANGON MUSA/ZANGO UMARU
,
BURSUARI,BAYAMARI
,DAMNAWA/JULURI
,DANANI
,DAPCHI
,GARUN DOLE/GARIN ALKALI
,GUBA
,GUJI/METALARI
,KALIYARI
,KURNAWA
,MASABA
,
DAMATURU,BINDIGARI/FAWARI
,DAMAKASU
,DAMATURU CENTRAL
,GABIR/MADURI
,KALALLAWA/GABAI
,KUKARETA/WARSALA
,MAISANDARI/WAZIRI IBRAHIM ESTATE
,MURFA KALAM
,NAYINAWA
,NJIWAJU/GWANGE
,SASAWA/KABARU
,
FIKA,DAYA/CHANA
,FIKA/ANZE
,GADAKA/SHEMBIRE
,GUDI/DOKI/DODO WOLI
,JANGA/BOZA/FA. SAWA/T. NANI
,MUBI/FUSAMI/GARIN WAYO
,NGALDA/DUMBULWA
,SHOYE/GARIN ABB
,TURMI/MALURI
,ZANGAYA/MAZA UN
,
FUNE,ABAKIRE/NGENLSHENGELE/SHA MKA
,ALAGARNO
,BORNO KIJI/NGARHO/BEBBENDE
,DAMAGUM TOWN
,DAURA/BULANYIWA/DUBBUL/BAU WA
,DOGON KUKA/GISHIWARI/GUNUNU
,FUNE/NGELZARMA/MILBIYAR/LA WA M KALAMA
,GABA TASHA/AIGADA/DUMBULWA
,GUDUGURKA/MARMARI
,JAJERE/BANELLAWA/BABBARE
,KAYERI
,KOLLERE/KEFAJE
,MASHIO
,
GEIDAM,ASHEIKRI
,BALLE/GALABA/MELERI
,DAMAKARWA/KUSUR
,DEJINA/FUTURTI
,FUTCHIMIRAM
,GUMSA
,HAUSARI
,KAWURI
,MA’ANNA/DAGAMBI
,SHAME KURA/DILAWA
,ZURGU NGILEWA/BORKO
,
GUJBA,BUNIGARI/LAWANTI
,BUNIYADI NORTH/SOUTH
,DADINGEL
,GONIRI
,GOTALA/GOTUMBA
,GUJBA
,MALLAM DUNARI
,MUTAI
,BGURBUWA
,WAGIR
,
GULANI,BARA
,BORNOKIJI/TETTEBA
,BULARAFA
,BUMSA
,DOKSHI
,GABAI
,GAGURE
,GARIN TUWO
,GULANI
,KUSHIMAGA
,NJIBULWA
,RUHU
,
JAKUSKO,BUDUNA/SAMINAKA
,DAMBARI
,GIDGID/GARAM
,GORGORAM
,JABA
,JAKUSKO
,JAWUR/KATAMMA
,LAIYA LOI-LOI
,MUGURAM
,ZABUDUM/DACHA
,
KARASUWA,BUKARTI
,FAJIGANARI
,GARIN GAWO
,GASMA
,JAJI MAJI
,KARASUWA GALU
,KARASUWA GARU GUNA
,WACHAKAL
,WARO
,YAJIRI
,
MACHINA,BOGO
,DAMAI
,DOLE
,FALIMARAM
,KOM-KOMMA
,KUKA-YASKU
,LAMISU
,MACHINA-KWARI
,MASKANDARE
,TAGANAMA
,
NANGERE,CHILARIYE
,DADISO/CHUKURIWA
,DAWASA/G. BABA
,DAZIGAU
,DEGUBI
,KUKURI/CHIROMARI
,LANGAWA/DARIN
,NANGERE
,PAKARAU KARE-KAREP PAKARAU FULANI
,TIKAU
,WATINANI
,
NGURU,BULABULIN
,BULANGUWA
,DABULE
,DUMSA/DOGON-KUKA
,GARBI/BAMBORI
,HAUSARI
,KANURI
,MAJA-KURA
,MIRBA-KABIR/MIRDA SAGIR
,NGLAIWA
,
POTISKUM,BARE-BARE/BAUYA/LALAI DUMBULWA
,BOLEWA ‘A’
,BOLEWA ‘B’
,ANCHUWA/BULA
,DOGO NINI
,DOGO TEBO
,HAUSAWA
,MAMUDO
,NGOJIN/ALARABA
,YERIMARAM/GARIN DAYE/BADEJO/NAIIUTA
,
TARMUA,BABANGIDA
,BARKAMI/BULTURI
,BIRIRI/CHUROKUSKO
,JUMBAM
,KOKA/SUNGUL
,KORIYEL
,LANTAIWA
,MAFA
,MANDADAWA
,SHEKAU
,
YUNUSARI,BULTUWA/MAR/YARO
,DARATOSHIA
,DEGALTURA/NGAMZAI
,DEKWA
,DILALA/KALGI
,MAIRARI
,MOZOGUN/KUJARI
,NGIRABO
,WADI/LAFIYA
,ZAJIBIRI/DUMBAL
,
YUNUFARI,ALANJIRORI
,GUMSHI
,GUYA
,JEBUWA
,KAJIMARAM/SUMBAR
,KASKA/TULOTOLUWA
,KUMAGANNAM
,MAI-MALARI
,MAYORI
,YUNUFARI
ANKA,BAGEGE
,BARAYAR ZAKI
,DANGALAADIMA
,GALADIMA
,MAGAJI
,MATSERI
,SABON-BIRNI
,WARAMU
,WUYA
,YARSABAYA
,
BAKURA,BAKURA
,BINRIN TUDU
,DAMRI
,DANKADU
,DANMANAU
,YARKUFOJI
,DAKKO
,NASARAWA
,RINI
,YAR GEDA
,
BIRNIN MAGAJI,BIRNIN MAGAJI
,DANFAMI SABON BIRNIN
,GORA
,GUSAMI GARI
,GUSAMI HAYA
,KIYAWA
,MODAWA EAST
,MODAWA WEST
,NASARAWA GODAL EAST
,NASARAWA GODAL WEST
,
BUKKUYUM,ADABKA
,BUKKUYUM
,GWASHI
,KYARAM
,MASAMA
,NASARAWA
,RUWAN JEMA
,YASHI
,ZURUMMAI
,ZAUMA
,
BUNGUDU,BINGI NORTH
,BINGI SOUTH
,BUNGUDU
,FURFURI/KWAIKWAI
,GADA/KARAKKAI
,NAHUCE KEKU/NAHUCE U/DAW
,KWATARKWASHI
,RAWAYYA/BELA
,SAMAWA
,SANKALAWA
,TOFA
,
GUMMI,BARDOKI
,BIRNIN MAGAJI
,BIRNIN TUDU
,FALALE
,FELEFELDU
,GAYARIU
,GYALANGE
,ILLELARAWAL
,MAGAJI GARI
,SHIYAR RAFI
,UBANDAWAKI
,
GUASAU,GALADIMA
,MADAWAKI
,MADA
,MAGAMI
,MAYANA
,RIJIYA
,RUWAN BORE
,SABON GARI
,RUDUN WADA
,WANKE
,WONKA
,
KAURA NAMODA,BANGA
,DAN ISA
,GABAKE
,GALADIMA DAN GALADIMA
,KAGARA
,KUNGURKI
,KURYA MADARO
,KYAM BARAWA
,SAKAJIKI
,S/BAURA S/MAFARA
,YANKABA
,
MARADUN,BIRNIN KAYA/DASARA
,DAMAGA-FAMAGIWA
,FARU/MAGAMI
,GORA
,GIDAN GOGA
,JANBAKO
,KAYA
,MARADUN NORHT
,MARADUN SOUTH
,TSIBIRI
,
MARU,BINDIN
,BINGI
,DAN GULBI
,DAN KURMI
,DAN SADAU
,KANOMA
,KUYAN BANA
,MARU
,MAYANCHI
,RUWAN DORAWA
,
SHINKAFI,BADARAWA
,CHIKI
,GALADI
,JANGERU
,KATURU
,KWARE
,KURYA
,SHINKAFI NORTH
,SHINKAFI SOUTH
,SHANAWA
,
TALATA MAFARA,GARBADU
,GWARAM
,JANGEBE
,KAGARA
,MORAI
,RUWAN BORE
,RUWAN GIZO
,SAUNA R/GORA
,SHIYAR GALADIMA
,SHIYAR KAYAYE/MATUSGI
,TAKE TSABA/MAKERA
,
TSAFE,KWAREN GANUWA
,YAN KUZO ‘’B'’
,YANDOTON DAJI
,YANKUZO ‘’A’’
,DANJIBGA/KUNCHIN-KALGO
,DAUKI
,KETA/KIZARA
,TSAFE
,CHEDIYA
,YAN WAREN DAJI
,BILBIS
,
ZURMI,BOKO
,DAURA/BIRNIN-TSABA
,DOLE
,GALADIMA/ANRUWA
,KANWA
,KWASHIBAWA
,MASHEMA
,KUTURU/MAYASA
,RUKUDAWA
,YAN BUKI/DUTSI
,ZURMI
ABAJI,ABAJI CENTRAL
,ABAJI NORTH EAST
,ABAJI SOUTH EAST
,AGYANA/PANDAGI
,RIMBA EBAGI
,NUKU
,ALU MAMAGI
,YABA
,GURDI
,GAWU
,
BWARI,BWARI CENTRAL
,KUDURU
,IGU
,SHERE
,KAWU
,USHAFA
,DUTSE ALHAJI
,BYAZIN
,KUBWA
,USUMA
,
GWAGWALADA,GWAGWALADA CENTRAL
,KUTUNKU
,STAFF QUARTERS
,IBWA
,DOBI
,PAIKO
,TUNGAN MAJE
,ZUBA
,IKWA
,GWAKO
,
KUJE,KUJE
,CHIBIRI
,GAUBE
,KWAKU
,KABI
,RUBOCHI
,GWAGWADA
,GUDUN KARYA
,KUJEKWA
,YENCHE
,
KWALI,KWALI
,YANGOJI
,PAI
,KILANKWA
,DAFA
,KUNDU
,ASHARA
,GUMBO
,WAKO
,YEBO
,
MUNICIPAL,CITY CENTER
,GARKI
,KABUSA
,WUSE
,GWARINPA
,JIWA
,GUI
,KARSHI
,OROZO
,KARU
,NYANYA
,GWAGWA
